,year,state,treatment,patient,cost,treatment_category
338,2018,Others,"level 3 extraocular, repair, and plastic eye procedures",412.0,80348.7974650902,Other Diseases
339,2018,Others,level 3 lower gi procedures,181.0,92727.99837590005,Other Diseases
340,2018,Others,level 3 musculoskeletal procedures,1196.0,327485.0968771414,Other Diseases
341,2018,Others,level 3 neurostimulator and related procedures,39.0,85158.7152380951,Other Diseases
342,2018,Others,level 3 pacemaker and similar procedures,540.0,536145.6690611306,Respiratory
343,2018,Others,level 3 upper gi procedures,239.0,95586.4739314789,Other Diseases
344,2018,Others,level 3 urology and related services,1866.0,234233.14784614916,Other Diseases
345,2018,Others,level 4 airway endoscopy,575.0,197781.671187971,Respiratory
346,2018,Others,level 4 ent procedures,73.0,30608.93867753616,Other Diseases
347,2018,Others,level 4 endovascular procedures,184.0,516715.8451304809,Other Diseases
348,2018,Others,"level 4 extraocular, repair, and plastic eye procedures",14.0,17606.7814285714,Other Diseases
349,2018,Others,level 4 gynecologic procedures,626.0,201528.3200935869,Other Diseases
350,2018,Others,level 4 musculoskeletal procedures,1621.0,647768.7058091483,Other Diseases
351,2018,Others,level 4 neurostimulator and related procedures,52.0,238401.37318627432,Other Diseases
352,2018,Others,level 4 pacemaker and similar procedures,41.0,113774.000875,Respiratory
353,2018,Others,level 4 urology and related services,1255.0,275776.6029620019,Other Diseases
354,2018,Others,level 5 airway endoscopy,165.0,141566.007765991,Respiratory
355,2018,Others,level 5 ent procedures,378.0,152026.861850045,Other Diseases
356,2018,Others,level 5 gynecologic procedures,208.0,191090.3156314473,Other Diseases
357,2018,Others,level 5 musculoskeletal procedures,597.0,714397.799422003,Other Diseases
358,2018,Others,level 5 urology and related services,1974.0,394342.5886301026,Other Diseases
359,2018,Others,level 6 gynecologic procedures,69.0,49252.6591688311,Other Diseases
360,2018,Others,level 6 urology and related services,122.0,107451.0827921144,Other Diseases
361,2018,Others,level 7 radiation therapy,133.0,164597.3890794868,Other Diseases
362,2018,Others,level 7 urology and related services,14.0,59453.5071428571,Other Diseases
363,2018,Others,abdominal/peritoneal/biliary and related procedures,348.0,87445.65339081644,Other Diseases
364,2018,Others,complex gi procedures,170.0,43663.481980191296,Other Diseases
365,2018,Others,comprehensive observation services,3699.0,123329.4474595473,Other Diseases
366,2018,Others,implantation of drug infusion device,22.0,70457.7236363637,Other Diseases
367,2018,Others,level 1 breast/lymphatic surgery and related procedures,222.0,83731.84873858921,Other Diseases
368,2018,Others,level 1 endovascular procedures,1180.0,119803.9914044059,Other Diseases
369,2018,Others,level 1 icd and similar procedures,43.0,148566.787674418,Respiratory
370,2018,Others,level 1 intraocular procedures,1322.0,59420.48557280123,Other Diseases
371,2018,Others,level 1 laparoscopy and related services,537.0,135605.7661149012,Other Diseases
372,2018,Others,level 1 nerve procedures,197.0,56987.61369053046,Other Diseases
373,2018,Others,level 2 breast/lymphatic surgery and related procedures,298.0,150503.6824416847,Other Diseases
374,2018,Others,level 2 electrophysiologic procedures,47.0,39607.5561702127,Respiratory
375,2018,Others,level 2 endovascular procedures,598.0,118556.83149676849,Other Diseases
376,2018,Others,level 2 excision/ biopsy/ incision and drainage,1525.0,59988.80617953792,Other Diseases
377,2018,Others,level 2 icd and similar procedures,133.0,266255.125526314,Respiratory
378,2018,Others,level 2 intraocular procedures,218.0,96333.88804498287,Other Diseases
379,2018,Others,level 2 laparoscopy and related services,178.0,188063.9892341268,Other Diseases
380,2018,Others,level 2 musculoskeletal procedures,257.0,53016.48086067269,Other Diseases
381,2018,Others,level 2 pacemaker and similar procedures,95.0,80825.6003576247,Respiratory
382,2018,Others,level 2 upper gi procedures,1077.0,47188.79379209133,Other Diseases
383,2018,Others,level 3 airway endoscopy,92.0,55001.38651360266,Other Diseases
384,2018,Others,level 3 electrophysiologic procedures,441.0,194776.80464480928,Respiratory
385,2018,Others,level 3 endovascular procedures,716.0,234030.4292902211,Other Diseases
386,2018,Others,level 3 excision/ biopsy/ incision and drainage,184.0,79566.16401689145,Other Diseases
387,2018,Others,"level 3 extraocular, repair, and plastic eye procedures",83.0,78662.9211147184,Other Diseases
388,2018,Others,level 3 lower gi procedures,92.0,60587.5578045866,Other Diseases
389,2018,Others,level 3 musculoskeletal procedures,368.0,110095.50940458917,Other Diseases
390,2018,Others,level 3 pacemaker and similar procedures,207.0,105021.2301311551,Respiratory
391,2018,Others,level 3 upper gi procedures,196.0,43955.62115740739,Other Diseases
392,2018,Others,level 3 urology and related services,687.0,58875.6502638371,Other Diseases
393,2018,Others,level 4 airway endoscopy,281.0,74136.6876461277,Respiratory
394,2018,Others,level 4 breast/lymphatic surgery and related procedures,11.0,42916.1958333333,Other Diseases
395,2018,Others,level 4 ent procedures,35.0,32209.129242424202,Other Diseases
396,2018,Others,level 4 endovascular procedures,125.0,177969.05336134322,Other Diseases
397,2018,Others,level 4 gynecologic procedures,194.0,73848.8361687654,Other Diseases
398,2018,Others,level 4 musculoskeletal procedures,570.0,159848.8159694651,Other Diseases
399,2018,Others,level 4 neurostimulator and related procedures,99.0,251981.156378676,Other Diseases
400,2018,Others,level 4 pacemaker and similar procedures,42.0,80664.3355813953,Respiratory
401,2018,Others,level 4 urology and related services,312.0,81874.4426624377,Other Diseases
402,2018,Others,level 5 airway endoscopy,123.0,87934.3278398617,Respiratory
403,2018,Others,level 5 ent procedures,256.0,125578.90768915719,Other Diseases
404,2018,Others,level 5 gynecologic procedures,54.0,27639.0816666667,Other Diseases
405,2018,Others,level 5 musculoskeletal procedures,505.0,250686.3626348116,Other Diseases
406,2018,Others,level 5 urology and related services,482.0,118326.11941747661,Other Diseases
407,2018,Others,level 6 gynecologic procedures,37.0,35670.7294594594,Other Diseases
408,2018,Others,level 6 urology and related services,14.0,31963.3278571428,Other Diseases
409,2018,Others,level 7 radiation therapy,26.0,112408.63620512819,Other Diseases
410,2018,Others,level 7 urology and related services,18.0,74546.6368421052,Other Diseases
411,2018,Others,abdominal/peritoneal/biliary and related procedures,474.0,60491.56004120846,Other Diseases
412,2018,Others,cochlear implant procedure,25.0,155400.5236,Other Diseases
413,2018,Others,complex gi procedures,53.0,31304.2773945409,Other Diseases
414,2018,Others,comprehensive observation services,6549.0,66757.26769847314,Other Diseases
415,2018,Others,implantation of drug infusion device,13.0,56407.83,Other Diseases
416,2018,Others,level 1 breast/lymphatic surgery and related procedures,336.0,55850.84744734771,Other Diseases
417,2018,Others,level 1 endovascular procedures,1567.0,66565.00432423,Other Diseases
418,2018,Others,level 1 icd and similar procedures,83.0,273288.404311798,Respiratory
419,2018,Others,level 1 intraocular procedures,622.0,23590.54374512131,Other Diseases
420,2018,Others,level 1 laparoscopy and related services,730.0,113798.7875321525,Other Diseases
421,2018,Others,level 1 nerve procedures,120.0,38926.78324786311,Other Diseases
422,2018,Others,level 2 breast/lymphatic surgery and related procedures,272.0,68959.4488935438,Other Diseases
423,2018,Others,level 2 endovascular procedures,397.0,122825.53953187479,Other Diseases
424,2018,Others,level 2 excision/ biopsy/ incision and drainage,1969.0,45313.32315103415,Other Diseases
425,2018,Others,level 2 icd and similar procedures,211.0,363498.21582240076,Respiratory
426,2018,Others,level 2 intraocular procedures,192.0,25939.7045676274,Other Diseases
427,2018,Others,level 2 laparoscopy and related services,200.0,170567.0430533353,Other Diseases
428,2018,Others,level 2 musculoskeletal procedures,423.0,36793.99713691487,Other Diseases
429,2018,Others,level 2 nerve procedures,15.0,27086.326875,Other Diseases
430,2018,Others,level 2 neurostimulator and related procedures,20.0,15329.1845,Other Diseases
431,2018,Others,level 2 pacemaker and similar procedures,270.0,99417.12822631799,Respiratory
432,2018,Others,level 2 upper gi procedures,556.0,36963.99164100991,Other Diseases
433,2018,Others,level 3 airway endoscopy,118.0,29387.03345805875,Other Diseases
434,2018,Others,level 3 breast/lymphatic surgery and related procedures,29.0,18467.1486206896,Other Diseases
435,2018,Others,level 3 electrophysiologic procedures,203.0,257358.4978742472,Respiratory
436,2018,Others,level 3 endovascular procedures,845.0,245591.9548262622,Other Diseases
437,2018,Others,level 3 excision/ biopsy/ incision and drainage,243.0,39663.46908749503,Other Diseases
438,2018,Others,"level 3 extraocular, repair, and plastic eye procedures",53.0,7384.95055555556,Other Diseases
439,2018,Others,level 3 lower gi procedures,78.0,25538.03384615385,Other Diseases
440,2018,Others,level 3 musculoskeletal procedures,502.0,73175.15612285405,Other Diseases
441,2018,Others,level 3 neurostimulator and related procedures,21.0,89897.9934782608,Other Diseases
442,2018,Others,level 3 pacemaker and similar procedures,250.0,139249.707654026,Respiratory
443,2018,Others,level 3 upper gi procedures,84.0,38966.689913419825,Other Diseases
444,2018,Others,level 3 urology and related services,694.0,51230.07453655718,Other Diseases
445,2018,Others,level 4 airway endoscopy,310.0,45400.45138724556,Respiratory
446,2018,Others,level 4 ent procedures,49.0,17019.82812709031,Other Diseases
447,2018,Others,level 4 endovascular procedures,144.0,310160.7278368366,Other Diseases
448,2018,Others,"level 4 extraocular, repair, and plastic eye procedures",14.0,9197.96428571428,Other Diseases
449,2018,Others,level 4 gynecologic procedures,396.0,56279.84786127458,Other Diseases
450,2018,Others,level 4 musculoskeletal procedures,645.0,143440.3899410198,Other Diseases
451,2018,Others,level 4 neurostimulator and related procedures,81.0,277032.2379953373,Other Diseases
452,2018,Others,level 4 pacemaker and similar procedures,27.0,143598.3096590909,Respiratory
453,2018,Others,level 4 urology and related services,426.0,64130.62051633763,Other Diseases
454,2018,Others,level 5 airway endoscopy,134.0,34990.6612032084,Respiratory
455,2018,Others,level 5 ent procedures,176.0,61911.777609722194,Other Diseases
456,2018,Others,level 5 gynecologic procedures,100.0,45021.3379260212,Other Diseases
457,2018,Others,level 5 musculoskeletal procedures,488.0,196059.5740523733,Other Diseases
458,2018,Others,level 5 urology and related services,750.0,72846.0197312732,Other Diseases
459,2018,Others,level 6 gynecologic procedures,46.0,16587.9223913043,Other Diseases
460,2018,Others,level 6 urology and related services,29.0,46039.201176470495,Other Diseases
461,2018,FL,abdominal/peritoneal/biliary and related procedures,5245.0,3726209.013508711,Other Diseases
462,2018,FL,cochlear implant procedure,164.0,940006.6571540557,Other Diseases
463,2018,FL,complex gi procedures,846.0,928681.3430294197,Other Diseases
464,2018,FL,comprehensive observation services,114093.0,3704555.0036967862,Other Diseases
465,2018,FL,implantation of drug infusion device,159.0,790699.3696691054,Other Diseases
466,2018,FL,level 1 breast/lymphatic surgery and related procedures,3140.0,2079480.1188238638,Other Diseases
467,2018,FL,level 1 electrophysiologic procedures,41.0,23729.78085081584,Other Diseases
468,2018,FL,level 1 endovascular procedures,24500.0,4036450.7848440213,Other Diseases
469,2018,FL,level 1 icd and similar procedures,504.0,3415959.7444512807,Respiratory
470,2018,FL,level 1 intraocular procedures,6960.0,687734.3181064301,Other Diseases
471,2018,FL,level 1 laparoscopy and related services,11932.0,7022844.997374858,Other Diseases
472,2018,FL,level 1 nerve procedures,3989.0,1420759.4444369755,Other Diseases
473,2018,FL,level 2 breast/lymphatic surgery and related procedures,4249.0,4228375.3702736,Other Diseases
474,2018,FL,level 2 electrophysiologic procedures,375.0,820224.2239666999,Respiratory
475,2018,FL,level 2 endovascular procedures,5066.0,4194190.9328247285,Other Diseases
476,2018,FL,level 2 excision/ biopsy/ incision and drainage,24600.0,2094758.875251055,Other Diseases
477,2018,FL,level 2 icd and similar procedures,2875.0,12849960.32774152,Respiratory
478,2018,FL,level 2 intraocular procedures,2707.0,814885.6469121489,Other Diseases
479,2018,FL,level 2 laparoscopy and related services,4441.0,6689481.827896775,Other Diseases
480,2018,FL,level 2 musculoskeletal procedures,4098.0,1793244.9426772115,Other Diseases
481,2018,FL,level 2 nerve procedures,85.0,202821.7865584414,Other Diseases
482,2018,FL,level 2 neurostimulator and related procedures,433.0,681071.9714609355,Other Diseases
483,2018,FL,level 2 pacemaker and similar procedures,3998.0,3660597.1444268944,Respiratory
484,2018,FL,level 2 upper gi procedures,12011.0,1956537.058410307,Other Diseases
485,2018,FL,level 3 airway endoscopy,3447.0,1196664.3961863136,Other Diseases
486,2018,FL,level 3 breast/lymphatic surgery and related procedures,61.0,162050.390488095,Other Diseases
487,2018,FL,level 3 electrophysiologic procedures,5157.0,8970027.11801796,Respiratory
488,2018,FL,level 3 endovascular procedures,13333.0,9541069.922241291,Other Diseases
489,2018,FL,level 3 excision/ biopsy/ incision and drainage,3063.0,2535944.978393569,Other Diseases
490,2018,FL,"level 3 extraocular, repair, and plastic eye procedures",886.0,314382.67753123323,Other Diseases
491,2018,FL,level 3 intraocular procedures,11.0,66737.4545454545,Other Diseases
492,2018,FL,level 3 lower gi procedures,1157.0,998785.8319526622,Other Diseases
493,2018,FL,level 3 musculoskeletal procedures,7120.0,4318948.983667392,Other Diseases
494,2018,FL,level 3 neurostimulator and related procedures,916.0,2727142.2136942334,Other Diseases
495,2018,FL,level 3 pacemaker and similar procedures,5138.0,6130182.753224735,Respiratory
496,2018,FL,level 3 upper gi procedures,1543.0,1141890.2453775073,Other Diseases
497,2018,FL,level 3 urology and related services,7496.0,2609899.270655512,Other Diseases
